imdb_id,Movie,Release Year,Rating,# of Ratings,Genre,Awards,Oscar Ws,Oscar Ns,Other Ws,Other Ns,Director,Cast,Description
tt2125608,Searching for Sugar Man ,2012,8.2,"38,877","Documentary, Biography, Music",Won 1 Oscar. Another 37 wins & 21 nominations.,1,0,37,21,Malik Bendjelloul,"Stephen 'Sugar' Segerman, Dennis Coffey, Mike Theodore, Dan DiMaggio","Two South Africans set out to discover what happened to their unlikely musical hero, the mysterious 1970s rock 'n' roller, Rodriguez."
tt1045658,Silver Linings Playbook ,2012,7.9,"409,824","Comedy, Drama, Romance",Won 1 Oscar. Another 91 wins & 109 nominations.,1,0,91,109,David O. Russell,"Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own."
tt1790885,Zero Dark Thirty ,2012,7.4,"177,480","Drama, History, Thriller",Won 1 Oscar. Another 93 wins & 114 nominations.,1,0,93,114,Kathryn Bigelow,"Jason Clarke, Reda Kateb, Jessica Chastain, Kyle Chandler","A chronicle of the decade-long hunt for al-Qaeda terrorist leader Osama bin Laden after the September 2001 attacks, and his death at the hands of the Navy S.E.A.L. Team 6 in May 2011."
tt2082197,Barfi! ,2012,8.3,"38,170","Adventure, Comedy, Drama",35 wins & 20 nominations.,0,0,35,20,Anurag Basu,"Ranbir Kapoor, Priyanka Chopra, Ileana, Saurabh Shukla",Three young people learn that love can neither be defined nor contained by society's norms of normal and abnormal.
tt2313197,"Batman: The Dark Knight Returns, Part 1 ",2012,8,"22,626","Animation, Action",3 nominations.,0,0,0,3,Jay Oliva,"Peter Weller, Ariel Winter, David Selby, Wade Williams","Batman has not been seen for ten years. A new breed of criminal ravages Gotham City, forcing 55-year-old Bruce Wayne back into the cape and cowl. But, does he still have what it takes to fight crime in a new era?"
tt1579361,Chasing Ice ,2012,7.7,"4,440","Documentary, Biography",Nominated for 1 Oscar. Another 8 wins & 2 nominations.,0,1,8,2,Jeff Orlowski,"James Balog, Svavar JÃ³natansson, Louie Psihoyos, Kitty Boone",Follow National Geographic photographer James Balog across the Arctic as he deploys time-lapse cameras designed for one purpose: to capture a multi-year record of the world's changing glaciers.
tt1855199,End of Watch ,2012,7.7,"145,413","Crime, Drama, Thriller",4 wins & 9 nominations.,0,0,4,9,David Ayer,"Jake Gyllenhaal, Michael PeÃ±a, Natalie Martinez, Anna Kendrick","Shot documentary-style, this film follows the daily grind of two young police officers in LA who are partners and friends, and what happens when they meet criminal forces greater than themselves."
tt1371111,Cloud Atlas ,2012,7.6,"235,919","Drama, Sci-Fi",Nominated for 1 Golden Globe. Another 15 wins & 45 nominations.,0,0,15,45,"Tom Tykwer, Andy Wachowski, Lana Wachowski","Tom Hanks, Halle Berry, Jim Broadbent, Hugo Weaving","An exploration of how the actions of individual lives impact one another in the past, present and future, as one soul is shaped from a killer into a hero, and an act of kindness ripples across centuries to inspire a revolution."
tt2347569,Frances Ha ,2012,7.5,"28,407","Comedy, Drama",Nominated for 1 Golden Globe. Another 7 wins & 25 nominations.,0,0,7,25,Noah Baumbach,"Greta Gerwig, Mickey Sumner, Michael Esper, Adam Driver","A story that follows a New York woman (who doesn't really have an apartment), apprentices for a dance company (though she's not really a dancer), and throws herself headlong into her dreams, even as their possibility dwindles."
tt2064713,A Band Called Death ,2012,7.5,"2,281","Documentary, Biography, Music",2 wins.,0,0,2,0,"Mark Christopher Covino, Jeff Howlett","Dannis Hackney, Bobby Hackney, David Hackney, Robbie Duncan","A documentary on the 1970s punk trio Death, and their new-found popularity decades after they disbanded."
tt1848902,Game Change ,2012,7.5,"14,935","Biography, Drama, History",Won 3 Golden Globes. Another 22 wins & 32 nominations.,0,0,22,32,Jay Roach,"Julianne Moore, Woody Harrelson, Ed Harris, Peter MacNicol","Follows John McCain's 2008 presidential campaign, from his selection of Alaska Governor Sarah Palin as his running mate to their ultimate defeat in the general election."
tt2125435,Beasts of the Southern Wild ,2012,7.3,"59,907","Drama, Fantasy",Nominated for 4 Oscars. Another 91 wins & 91 nominations.,0,4,91,91,Benh Zeitlin,"QuvenzhanÃ© Wallis, Dwight Henry, Levy Easterly, Lowell Landes","Faced with both her hot-tempered father's fading health and melting ice-caps that flood her ramshackle bayou community and unleash ancient aurochs, six-year-old Hushpuppy must learn the ways of courage and love."
tt2177511,Caesar Must Die ,2012,7.3,"3,759",Drama,16 wins & 12 nominations.,0,0,16,12,"Paolo Taviani, Vittorio Taviani","Cosimo Rega, Salvatore Striano, Giovanni Arcuri, Antonio Frasca","Inmates at a high-security prison in Rome prepare for a public performance of Shakespeare's \Julius Caesar.\"""""
tt1907668,Flight ,2012,7.3,"219,309","Drama, Thriller",Nominated for 2 Oscars. Another 13 wins & 36 nominations.,0,2,13,36,Robert Zemeckis,"Nadine Velazquez, Denzel Washington, Carter Cabassa, Adam C. Edwards","An airline pilot saves almost all his passengers on his malfunctioning airliner which eventually crashed, but an investigation into the accident reveals something troubling."
tt2216240,A Hijacking ,2012,7.2,"9,264","Drama, Thriller",11 wins & 21 nominations.,0,0,11,21,Tobias Lindholm,"Pilou AsbÃ¦k, SÃ¸ren Malling, Dar Salim, Roland MÃ¸ller",The crew of a Danish cargo ship is hijacked by Somali pirates who proceed to engage in escalating negotiations with authorities in Copenhagen.
tt1232829,21 Jump Street ,2012,7.2,"302,524","Action, Comedy, Crime",8 wins & 20 nominations.,0,0,8,20,"Phil Lord, Christopher Miller","Jonah Hill, Channing Tatum, Brie Larson, Dave Franco",A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
tt1226240,A Late Quartet ,2012,7.1,"8,342","Drama, Music",N/A,0,0,0,0,Yaron Zilberman,"Catherine Keener, Christopher Walken, Philip Seymour Hoffman, Mark Ivanir","Members of a world-renowned string quartet struggle to stay together in the face of death, competing egos and insuppressible lust."
tt2076220,Holy Motors ,2012,7.1,"23,455","Drama, Fantasy",30 wins & 48 nominations.,0,0,30,48,Leos Carax,"Denis Lavant, Edith Scob, Eva Mendes, Kylie Minogue","From dawn to dusk, a few hours in the shadowy life of a mystic man named Monsieur Oscar."
tt2165735,Drug War ,2012,7,"5,261","Action, Crime, Drama",7 wins & 16 nominations.,0,0,7,16,Johnnie To,"Louis Koo, Honglei Sun, Yi Huang, Ka Tung Lam",A drug cartel boss who is arrested in a raid is coerced into betraying his former accomplices as part of an undercover operation.
tt1343727,Dredd ,2012,7,"167,693","Action, Sci-Fi",2 wins & 9 nominations.,0,0,2,9,Pete Travis,"Karl Urban, Rachel Wood, Andile Mngadi, Porteus Xandau","In a violent, futuristic city where the police have the authority to act as judge, jury and executioner, a cop teams with a trainee to take down a gang that deals the reality-altering drug, SLO-MO."
tt0975645,Hitchcock ,2012,6.9,"50,861","Biography, Drama",Nominated for 1 Oscar. Another 5 wins & 20 nominations.,0,1,5,20,Sacha Gervasi,"Anthony Hopkins, Helen Mirren, Scarlett Johansson, Danny Huston",A love story between influential filmmaker Alfred Hitchcock and wife Alma Reville during the filming of Psycho (1960) in 1959.
tt1605630,American Reunion ,2012,6.8,"148,155",Comedy,1 win & 3 nominations.,0,0,1,3,"Jon Hurwitz, Hayden Schlossberg","Jason Biggs, Alyson Hannigan, Chris Klein, Thomas Ian Nicholas","Jim, Michelle, Stifler, and their friends reunite in East Great Falls, Michigan for their high school reunion."
tt1405365,Celeste & Jesse Forever ,2012,6.6,"19,639","Comedy, Drama, Romance",4 nominations.,0,0,0,4,Lee Toland Krieger,"Rashida Jones, Andy Samberg, Ari Graynor, Eric Christian Olsen",A divorcing couple tries to maintain their friendship while they both pursue other people.
tt1524137,Contraband ,2012,6.5,"89,174","Action, Crime, Drama",N/A,0,0,0,0,Baltasar KormÃ¡kur,"Mark Wahlberg, Kate Beckinsale, Ben Foster, Giovanni Ribisi","To protect his brother-in-law from a drug lord, a former smuggler heads to Panama to score millions of dollars in counterfeit bills."
tt1482459,The Lorax ,2012,6.5,"66,051","Animation, Comedy, Family",3 wins & 6 nominations.,0,0,3,6,"Chris Renaud, Kyle Balda","Danny DeVito, Ed Helms, Zac Efron, Taylor Swift","A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world."
tt1591479,Act of Valor ,2012,6.5,"51,189","Action, Thriller, War",Nominated for 1 Golden Globe. Another 1 win & 6 nominations.,0,0,1,6,"Mike McCoy, Scott Waugh","Rorke Denver, Dave, Sonny, Weimy",An elite team of Navy SEALs embark on a covert mission to recover a kidnapped CIA agent.
tt1995304,Fat Kid Rules the World ,2012,6.5,"2,514",Comedy,1 win & 3 nominations.,0,0,1,3,Matthew Lillard,"Jacob Wysocki, Matt O'Leary, Billy Campbell, Dylan Arnold",A dropout comes to the aid of a chubby and suicidal high-school kid by recruiting him as the drummer for his upstart punk-rock band.
tt1291547,After Porn Ends ,2012,5.8,"2,726",Documentary,N/A,0,0,0,0,Bryce Wagoner,"Asia Carrera, Tiffany Million, Richard Pacheco, Mary Carey",After Porn Ends is a documentary that not only examines the lives and careers of some of the biggest names in the history of the adult entertainment industry but what happens to them after ...
tt1920849,Bachelorette ,2012,5.3,"30,785","Comedy, Romance",1 nomination.,0,0,0,1,Leslye Headland,"Kirsten Dunst, Rebel Wilson, Lizzy Caplan, Paul Corning",Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.
tt2247692,2016: Obama's America ,2012,5.1,"8,315",Documentary,1 nomination.,0,0,0,1,"Dinesh D'Souza, John Sullivan","Jay Bastian, Joe Biden, Cait Brasel, Gene Burris Jr.","A documentary that examines the question, \If Barack Obama wins a second term"
tt1480656,Cosmopolis ,2012,5,"32,274","Drama, Thriller",3 wins & 12 nominations.,0,0,3,12,David Cronenberg,"Robert Pattinson, Sarah Gadon, Paul Giamatti, Kevin Durand","Riding across Manhattan in a stretch limo in order to get a haircut, a 28-year-old billionaire asset manager's day devolves into an odyssey with a cast of characters that start to tear his world apart."
tt1535438,Hope Springs ,2012,6.3,"28,940","Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 2 wins & 1 nomination.,0,0,2,1,David Frankel,"Meryl Streep, Tommy Lee Jones, Steve Carell, Jean Smart","After thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship."
tt2180016,Iceberg Slim: Portrait of a Pimp ,2012,6.8,300,"Documentary, Biography",N/A,0,0,0,0,Jorge Hinojosa,"Betty Beck, Camille Beck, Diane Beck, Misty Beck",Examines the tumultuous life of legendary Chicago pimp Iceberg Slim (1918-1992) and how he reinvented himself from pimp to author of 7 groundbreaking books. These books were the birth of ...
tt0790724,Jack Reacher ,2012,7,"175,049","Action, Crime, Thriller",1 win & 4 nominations.,0,0,1,4,Christopher McQuarrie,"Tom Cruise, Rosamund Pike, Richard Jenkins, David Oyelowo",A homicide investigator digs deeper into a case involving a trained military sniper who shot five random victims.
tt2027128,Justice League: Doom ,2012,7.4,"12,336","Animation, Action, Fantasy",1 win & 1 nomination.,0,0,1,1,Lauren Montgomery,"Kevin Conroy, Tim Daly, Susan Eisenberg, Nathan Fillion","Vandal Savage steals confidential files Batman has compiled on the members of the Justice League, and learns all their weaknesses."
tt1764234,Killing Them Softly ,2012,6.2,"93,860","Crime, Thriller",2 wins & 6 nominations.,0,0,2,6,Andrew Dominik,"Brad Pitt, Scoot McNairy, Ben Mendelsohn, James Gandolfini","Jackie Cogan is an enforcer hired to restore order after three dumb guys rob a Mob protected card game, causing the local criminal economy to collapse."
tt1613750,Kon-Tiki ,2012,7.3,"26,099","Adventure, History",Nominated for 1 Oscar. Another 7 wins & 9 nominations.,0,1,7,9,"Joachim RÃ¸nning, Espen Sandberg","PÃ¥l Sverre Hagen, Anders Baasmo Christiansen, Tobias Santelmann, Gustaf SkarsgÃ¥rd","Legendary explorer Thor Heyerdal's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times."
tt1212450,Lawless ,2012,7.3,"146,384","Crime, Drama",1 win & 7 nominations.,0,0,1,7,John Hillcoat,"Shia LaBeouf, Tom Hardy, Jason Clarke, Guy Pearce","Set in Depression-era Franklin County, Virginia, a trio of bootlegging brothers are threatened by a new special deputy and other authorities angling for a cut of their profits."
tt1276104,Looper ,2012,7.5,"338,652","Action, Crime, Sci-Fi",16 wins & 33 nominations.,0,0,16,33,Rian Johnson,"Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano","In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination."
tt1277953,Madagascar 3: Europe's Most Wanted ,2012,7,"91,474","Animation, Adventure, Comedy",1 win & 19 nominations.,0,0,1,19,"Eric Darnell, Tom McGrath, Conrad Vernon","Ben Stiller, Chris Rock, David Schwimmer, Jada Pinkett Smith","Alex, Marty, Gloria and Melman are still fighting to get home to their beloved Big Apple. Their journey takes them through Europe where they find the perfect cover: a traveling circus, which they reinvent - Madagascar style."
tt1915581,Magic Mike ,2012,6.1,"80,110","Comedy, Drama",7 wins & 11 nominations.,0,0,7,11,Steven Soderbergh,"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer","A male stripper teaches a younger performer how to party, pick up women, and make easy money."
tt2073029,Marina Abramovic: The Artist Is Present ,2012,7.9,"2,837","Documentary, Biography, History",6 wins & 4 nominations.,0,0,6,4,"Matthew Akers, Jeff Dupre","Marina Abramovic, Ulay, Klaus Biesenbach, David Balliano",A documentary that follows the Serbian performance artist as she prepares for a retrospective of her work at The Museum of Modern Art in New York.
tt1183919,Marley ,2012,8,"9,067","Documentary, Biography, Music",Nominated for 1 BAFTA Film Award. Another 1 win & 7 nominations.,0,0,1,7,Kevin Macdonald,"Bob Marley, Ziggy Marley, Jimmy Cliff, Rita Marley","A documentary on the life, music, and legacy of Bob Marley."
tt1409024,Men in Black 3 ,2012,6.9,"210,124","Action, Comedy, Sci-Fi",2 wins & 13 nominations.,0,0,2,13,Barry Sonnenfeld,"Will Smith, Tommy Lee Jones, Josh Brolin, Jemaine Clement",Agent J travels in time to M.I.B.'s early days in 1969 to stop an alien from assassinating his friend Agent K and changing history.
tt2220642,Bad 25 ,2012,7.9,"1,141","Documentary, Music",2 wins & 1 nomination.,0,0,2,1,Spike Lee,"Michael Jackson, Glen Ballard, John Barnes, Jennifer Batten",A documentary on Michael Jackson and the legacy of his record Bad.
tt1748122,Moonrise Kingdom ,2012,7.8,"186,488","Comedy, Drama, Romance",Nominated for 1 Oscar. Another 46 wins & 88 nominations.,0,1,46,88,Wes Anderson,"Bruce Willis, Edward Norton, Bill Murray, Frances McDormand","A pair of young lovers flee their New England town, which causes a local search party to fan out to find them."
tt2094064,Much Ado About Nothing ,2012,7.3,"11,289","Comedy, Drama, Romance",3 wins & 4 nominations.,0,0,3,4,Joss Whedon,"Amy Acker, Alexis Denisof, Nathan Fillion, Clark Gregg",A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.
tt1935179,Mud ,2012,7.5,"98,647",Drama,15 wins & 23 nominations.,0,0,15,23,Jeff Nichols,"Matthew McConaughey, Reese Witherspoon, Tye Sheridan, Jacob Lofland",Two young boys encounter a fugitive and form a pact to help him evade the vigilantes that are on his trail and to reunite him with his true love.
tt2268732,Museum Hours ,2012,7,"1,121",Drama,1 win & 6 nominations.,0,0,1,6,Jem Cohen,"Mary Margaret O'Hara, Bobby Sommer, Ela Piplits, Marcus O'Hara","When a Vienna museum guard befriends an enigmatic visitor, the grand Kunsthistorisches Art Museum becomes a mysterious crossroads that sparks explorations of their lives, the city, and the ways in which works of art reflect and shape the world."
tt1981677,Pitch Perfect ,2012,7.3,"144,193","Comedy, Music, Romance",6 wins & 18 nominations.,0,0,6,18,Jason Moore,"Anna Kendrick, Skylar Astin, Ben Platt, Brittany Snow","Beca, a freshman at Barden University, is cajoled into joining The Bellas, her school's all-girls singing group. Injecting some much needed energy into their repertoire, The Bellas take on their male rivals in a campus competition."
tt1446714,Prometheus ,2012,7.1,"377,401","Adventure, Mystery, Sci-Fi",Nominated for 1 Oscar. Another 5 wins & 32 nominations.,0,1,5,32,Ridley Scott,"Noomi Rapace, Michael Fassbender, Charlize Theron, Idris Elba","A team of explorers discover a clue to the origins of mankind on Earth, leading them on a journey to the darkest corners of the universe. There, they must fight a terrifying battle to save the future of the human race."
tt1855325,Resident Evil: Retribution ,2012,5.3,"86,701","Action, Horror, Sci-Fi",3 wins & 4 nominations.,0,0,3,4,Paul W.S. Anderson,"Milla Jovovich, Sienna Guillory, Michelle Rodriguez, Aryana Engineer",Alice fights alongside a resistance movement in the continuing battle against the Umbrella Corporation and the undead.
tt2085910,Room 237 ,2012,6.3,"11,997",Documentary,3 wins & 7 nominations.,0,0,3,7,Rodney Ascher,"Bill Blakemore, Geoffrey Cocks, Juli Kearns, John Fell Ryan","An exploration of various interpretations of Stanley Kubrick's horror film, The Shining (1980)."
tt2053425,Rust and Bone ,2012,7.5,"36,254","Drama, Romance",Nominated for 2 Golden Globes. Another 32 wins & 59 nominations.,0,0,32,59,Jacques Audiard,"Marion Cotillard, Matthias Schoenaerts, Armand Verdure, CÃ©line Sallette","Put in charge of his young son, Alain leaves Belgium for Antibes to live with his sister and her husband as a family. Alain's bond with Stephanie, a killer whale trainer, grows deeper after Stephanie suffers a horrible accident."
tt1599348,Safe House ,2012,6.8,"137,436","Action, Crime, Mystery",1 win & 7 nominations.,0,0,1,7,Daniel Espinosa,"Denzel Washington, Ryan Reynolds, Vera Farmiga, Brendan Gleeson","A young CIA agent is tasked with looking after a fugitive in a safe house. But when the safe house is attacked, he finds himself on the run with his charge."
tt1862079,Safety Not Guaranteed ,2012,7.1,"83,406","Comedy, Drama, Romance",8 wins & 16 nominations.,0,0,8,16,Colin Trevorrow,"Aubrey Plaza, Lauren Carlos, Basil Harris, Mary Lynn Rajskub",Three magazine employees head out on an assignment to interview a guy who placed a classified ad seeking a companion for time travel.
tt1615065,Savages ,2012,6.6,"90,539","Crime, Drama, Thriller",6 nominations.,0,0,0,6,Oliver Stone,"Blake Lively, Taylor Kitsch, Aaron Taylor-Johnson, Jana Banker",Pot growers Ben and Chon face off against the Mexican drug cartel who kidnapped their shared girlfriend.
tt1931533,Seven Psychopaths ,2012,7.2,"150,206","Comedy, Crime",2 wins & 19 nominations.,0,0,2,19,Martin McDonagh,"Michael Pitt, Michael Stuhlbarg, Sam Rockwell, Colin Farrell",A struggling screenwriter inadvertently becomes entangled in the Los Angeles criminal underworld after his oddball friends kidnap a gangster's beloved Shih Tzu.
tt2014338,Side by Side ,2012,7.7,"9,169",Documentary,N/A,0,0,0,0,Christopher Kenneally,"Derek Ambrosi, Michael Ballhaus, Andrzej Bartkowiak, Dion Beebe","The documentary investigates the history, process and workflow of both digital and photochemical film creation."
tt1735898,Snow White and the Huntsman ,2012,6.2,"188,983","Action, Drama, Fantasy",Nominated for 2 Oscars. Another 13 wins & 29 nominations.,0,2,13,29,Rupert Sanders,"Kristen Stewart, Chris Hemsworth, Charlize Theron, Sam Claflin","In a twist to the fairy tale, the Huntsman ordered to take Snow White into the woods to be killed winds up becoming her protector and mentor in a quest to vanquish the Evil Queen."
tt2014346,Somebody Up There Likes Me ,2012,5.8,"1,033",Comedy,1 win & 1 nomination.,0,0,1,1,Bob Byington,"Nick Offerman, Keith Poulson, Jess Weixler, Stephanie Hunt","A comedy about a man, his best friend, and the woman they both adore watching their lives fly by."
tt2101441,Spring Breakers ,2012,5.3,"88,644","Action, Crime, Drama",12 wins & 13 nominations.,0,0,12,13,Harmony Korine,"James Franco, Selena Gomez, Vanessa Hudgens, Ashley Benson",Four college girls hold up a restaurant in order to fund their spring break vacation. While partying/drinking/taking drugs they are arrested only to be bailed out by a drug and arms dealer.
tt2073086,Still Mine ,2012,7.4,"1,765",Drama,5 wins & 10 nominations.,0,0,5,10,Michael McGowan,"James Cromwell, Chuck Shamata, GeneviÃ¨ve Bujold, Ronan Rees",An elderly couple fight against local authorities in rural New Brunswick to build their final home.
tt2366450,Stories We Tell ,2012,7.7,"6,888",Documentary,23 wins & 25 nominations.,0,0,23,25,Sarah Polley,"Michael Polley, Harry Gulkin, Susy Buchan, John Buchan",A film that excavates layers of myth and memory to find the elusive truth at the core of a family of storytellers.
tt2224455,Superman vs. The Elite ,2012,7.1,"6,143","Animation, Sci-Fi",1 nomination.,0,0,0,1,Michael Chang,"George Newbern, Pauley Perrette, Robin Atkin Downes, Dee Bradley Baker",The Man of Steel finds himself outshone by a new team of ruthless superheroes who hold his idealism in contempt.
tt1637725,Ted ,2012,7.1,"367,398","Comedy, Fantasy",Nominated for 1 Oscar. Another 11 wins & 25 nominations.,0,1,11,25,Seth MacFarlane,"Mark Wahlberg, Mila Kunis, Seth MacFarlane, Joel McHale","As the result of a childhood wish, John Bennett's teddy bear, Ted, came to life and has been by John's side ever since - a friendship that's tested when Lori, John's girlfriend of four years, wants more from their relationship."
tt1232200,That's My Boy ,2012,5.6,"57,655",Comedy,5 wins & 10 nominations.,0,0,5,10,Sean Anders,"Adam Sandler, Andy Samberg, Leighton Meester, Vanilla Ice","While in his teens, Donny fathered a son, Todd, and raised him as a single parent up until Todd's 18th birthday. Now, after not seeing each other for years, Todd's world comes crashing down when Donny resurfaces just before Todd's wedding."
tt1935896,The ABCs of Death ,2012,4.8,"10,198","Comedy, Horror",1 win & 1 nomination.,0,0,1,1,"Kaare Andrews, Angela Bettis, HÃ©lÃ¨ne Cattet, Ernesto DÃ­az Espinoza, Jason Eisener, Bruno Forzani, AdriÃ¡n GarcÃ­a Bogliano, Xavier Gens, Jorge Michel Grau, Lee Hardcastle, Noboru Iguchi, Thomas Cappelen Malling, Anders Morgenthaler, Yoshihiro Nishimura, Banjong Pisanthanakun, Simon Rumley, Marcel Sarmiento, Jon Schnepp, Srdjan Spasojevic, Timo Tjahjanto, Andrew Traucki, Nacho Vigalondo, Jake West, Ti West, Ben Wheatley, Adam Wingard, Yudai Yamaguchi","Eva Llorach, Miquel Insua, Alejandra UrdiaÃ­n, Harold Torres",A 26-chapter anthology that showcases death in all its vicious wonder and brutal beauty.
tt2375605,The Act of Killing ,2012,8.2,"14,617","Documentary, History",Nominated for 1 Oscar. Another 46 wins & 22 nominations.,0,1,46,22,"Joshua Oppenheimer, Anonymous, Christine Cynn","Anwar Congo, Herman Koto, Syamsul Arifin, Ibrahim Sinik","A documentary which challenges former Indonesian death-squad leaders to reenact their mass-killings in whichever cinematic genres they wish, including classic Hollywood crime scenarios and lavish musical numbers."
tt0948470,The Amazing Spider-Man ,2012,7.1,"351,927","Action, Adventure, Fantasy",4 wins & 29 nominations.,0,0,4,29,Marc Webb,"Andrew Garfield, Emma Stone, Rhys Ifans, Denis Leary","After Peter Parker is bitten by a genetically altered spider, he gains newfound, spider-like powers and ventures out to solve the mystery of his parent's mysterious death."
tt0848228,The Avengers ,2012,8.2,"725,011","Action, Adventure, Sci-Fi",Nominated for 1 Oscar. Another 31 wins & 65 nominations.,0,1,31,65,Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo, Chris Hemsworth",Earth's mightiest heroes must come together and learn to fight as a team if they are to stop the mischievous Loki and his alien army from enslaving humanity.
tt0835418,The Babymakers ,2012,4.9,"6,493",Comedy,N/A,0,0,0,0,Jay Chandrasekhar,"Paul Schneider, Olivia Munn, Michael Yurchak, Wood Harris","After failing to get his wife pregnant, a guy (Schneider) recruits his pals to steal the deposit he left at a sperm bank years ago."
tt1194173,The Bourne Legacy ,2012,6.7,"185,757","Action, Adventure, Mystery",1 win & 11 nominations.,0,0,1,11,Tony Gilroy,"Jeremy Renner, Scott Glenn, Stacy Keach, Edward Norton","An expansion of the universe from Robert Ludlum's novels, centered on a new hero whose stakes have been triggered by the events of the previous three films."
tt2024519,The Broken Circle Breakdown ,2012,7.8,"20,025","Drama, Music, Romance",Nominated for 1 Oscar. Another 25 wins & 16 nominations.,0,1,25,16,Felix van Groeningen,"Johan Heldenbergh, Veerle Baetens, Nell Cattrysse, Geert Van Rampelberg","Elise and Didier fall in love at first sight, in spite of their differences. He talks, she listens. He's a romantic atheist, she's a religious realist. When their daughter becomes seriously ill, their love is put on trial."
tt1259521,The Cabin in the Woods ,2012,7.1,"218,445","Horror, Mystery, Thriller",17 wins & 25 nominations.,0,0,17,25,Drew Goddard,"Kristen Connolly, Chris Hemsworth, Anna Hutchison, Fran Kranz","Five friends go for a break at a remote cabin in the woods, where they get more than they bargained for. Together, they must discover the truth behind the cabin in the woods."
tt1790886,The Campaign ,2012,6.2,"92,193",Comedy,2 wins & 5 nominations.,0,0,2,5,Jay Roach,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott",An incumbent congressman embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.
tt1381404,The Company You Keep ,2012,6.4,"21,526","Drama, Thriller",2 wins & 1 nomination.,0,0,2,1,Robert Redford,"Robert Redford, Shia LaBeouf, Julie Christie, Susan Sarandon",A former Weather Underground activist goes on the run from a journalist who has discovered his identity.
tt1345836,The Dark Knight Rises ,2012,8.6,"857,266","Action, Adventure",Nominated for 1 BAFTA Film Award. Another 43 wins & 79 nominations.,0,0,43,79,Christopher Nolan,"Christian Bale, Gary Oldman, Tom Hardy, Joseph Gordon-Levitt","When Bane, a former member of the League of Shadows, plans to continue the work of Ra's al Ghul, the Dark Knight is forced to return after an eight year absence to stop him."
tt2204379,The Devil's Carnival ,2012,6.6,"2,646","Horror, Musical",1 nomination.,0,0,0,1,Darren Lynn Bousman,"Emilie Autumn, Shem Andre Byron, Dayton Callie, Maddisyn Carter",Lost souls enter The Devil's Carnival where they are each faced with the sins they committed in life.
tt0811137,The Do-Deca-Pentathlon ,2012,6,"1,195",Comedy,N/A,0,0,0,0,"Jay Duplass, Mark Duplass","Mark Kelly, Steve Zissis, Jennifer Lafleur, Julie Vorus",Two brothers compete in their own private 25-event Olympics.
tt2292576,The Dream Team ,2012,8.1,190,Documentary,N/A,0,0,0,0,Zak Levitt,"Charles Barkley, Larry Bird, Clyde Drexler, Patrick Ewing",N/A
tt1764651,The Expendables 2 ,2012,6.7,"203,772","Action, Adventure, Thriller",3 wins & 5 nominations.,0,0,3,5,Simon West,"Sylvester Stallone, Jason Statham, Jet Li, Dolph Lundgren","Mr. Church reunites the Expendables for what should be an easy paycheck, but when one of their men is murdered on the job, their quest for revenge puts them deep in enemy territory and up against an unexpected threat."
tt1195478,The Five-Year Engagement ,2012,6.2,"68,397","Comedy, Romance",1 nomination.,0,0,0,1,Nicholas Stoller,"Jason Segel, Emily Blunt, Chris Pratt, Alison Brie","One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together."
tt0903624,The Hobbit: An Unexpected Journey ,2012,8,"490,726","Adventure, Fantasy",Nominated for 3 Oscars. Another 11 wins & 55 nominations.,0,3,11,55,Peter Jackson,"Ian McKellen, Martin Freeman, Richard Armitage, Ken Stott","A reluctant hobbit, Bilbo Baggins, sets out to the Lonely Mountain with a spirited group of dwarves to reclaim their mountain home - and the gold within it - from the dragon Smaug."
tt1392170,The Hunger Games ,2012,7.3,"542,954",Sci-Fi,Nominated for 1 Golden Globe. Another 33 wins & 40 nominations.,0,0,33,40,Gary Ross,"Stanley Tucci, Wes Bentley, Jennifer Lawrence, Willow Shields","Katniss Everdeen voluntarily takes her younger sister's place in the Hunger Games, a televised fight to the death in which two teenagers from each of the twelve Districts of Panem are chosen at random to compete."
