imdb_id,Movie,Release Year,Rating,# of Ratings,Genre,Awards,Oscar Ws,Oscar Ns,Other Ws,Other Ns,Director,Cast,Description
tt2106476,The Hunt ,2012,8.3,"111,523",Drama,Nominated for 1 Oscar. Another 40 wins & 50 nominations.,0,1,40,50,Thomas Vinterberg,"Mads Mikkelsen, Thomas Bo Larsen, Annika Wedderkopp, Lasse FogelstrÃ¸m","A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie."
tt1491044,The Iceman ,2012,6.9,"43,664","Biography, Crime, Drama",2 wins.,0,0,2,0,Ariel Vromen,"Michael Shannon, Winona Ryder, Chris Evans, Ray Liotta","The true story of Richard Kuklinski, the notorious contract killer and family man. When finally arrested in 1986, neither his wife nor daughters have any clue about his real profession."
tt1649419,The Impossible ,2012,7.6,"119,275","Drama, Thriller",Nominated for 1 Oscar. Another 27 wins & 59 nominations.,0,1,27,59,J.A. Bayona,"Naomi Watts, Ewan McGregor, Tom Holland, Samuel Joslin",The story of a tourist family in Thailand caught in the destruction and chaotic aftermath of the 2004 Indian Ocean tsunami.
tt1966604,The Imposter ,2012,7.5,"24,607","Documentary, Biography, Thriller",Won 1 BAFTA Film Award. Another 11 wins & 18 nominations.,0,0,11,18,Bart Layton,"Adam O'Brian, Anna Ruben, Cathy Dresbach, Alan Teichman",A documentary centered on a young Frenchman who claims to a grieving Texas family that he is their 16-year-old son who has been missing for 3 years.
tt2120152,The Invisible War ,2012,7.6,"4,652","Documentary, Crime, Drama",Nominated for 1 Oscar. Another 8 wins & 11 nominations.,0,1,8,11,Kirby Dick,"Amy Ziering, Kirby Dick, Kori Cioca, Jessica Hinves",An investigative documentary about the epidemic of rape of soldiers within the US military.
tt1560747,The Master ,2012,7.1,"79,354",Drama,Nominated for 3 Oscars. Another 86 wins & 118 nominations.,0,3,86,118,Paul Thomas Anderson,"Joaquin Phoenix, Price Carson, Mike Howard, Sarah Shoshana David",A Naval veteran arrives home from war unsettled and uncertain of his future - until he is tantalized by The Cause and its charismatic leader.
tt1659337,The Perks of Being a Wallflower ,2012,8.1,"268,235","Drama, Romance",21 wins & 38 nominations.,0,0,21,38,Stephen Chbosky,"Logan Lerman, Dylan McDermott, Kate Walsh, Patrick de Ledebur",An introvert freshman is taken under the wings of two seniors who welcome him to the real world.
tt1817273,The Place Beyond the Pines ,2012,7.4,"147,925","Crime, Drama, Romance",4 wins & 9 nominations.,0,0,4,9,Derek Cianfrance,"Ryan Gosling, Craig Van Hook, Eva Mendes, Olga Merediz","A motorcycle stunt rider turns to robbing banks as a way to provide for his lover and their newborn child, a decision that puts him on a collision course with an ambitious rookie cop navigating a department ruled by a corrupt detective."
tt2125666,The Queen of Versailles ,2012,7.1,"8,887",Documentary,9 wins & 19 nominations.,0,0,9,19,Lauren Greenfield,"Lorraine Barrett, June Downs, Phillip Froehlich, Marissa Gaspay","A documentary that follows a billionaire couple as they begin construction on a mansion inspired by Versailles. During the next two years, their empire, fueled by the real estate bubble and cheap money, falters due to the economic crisis."
tt1486192,The Raven ,2012,6.4,"64,473","Crime, Mystery, Thriller",4 nominations.,0,0,0,4,James McTeigue,"John Cusack, Luke Evans, Alice Eve, Brendan Gleeson","When a madman begins committing horrific murders inspired by Edgar Allan Poe's works, a young Baltimore detective joins forces with Poe to stop him from making his stories a reality."
tt1298649,The Watch ,2012,5.7,"87,718","Comedy, Sci-Fi",2 nominations.,0,0,0,2,Akiva Schaffer,"Ben Stiller, Vince Vaughn, Jonah Hill, Richard Ayoade",Four men who form a neighborhood watch group as a way to get out of their day-to-day family routines find themselves defending the Earth from an alien invasion.
tt1758830,This Is 40 ,2012,6.2,"87,048",Comedy,2 wins & 10 nominations.,0,0,2,10,Judd Apatow,"Paul Rudd, Leslie Mann, Maude Apatow, Iris Apatow","Pete and Debbie are both about to turn 40, their kids hate each other, both of their businesses are failing, they're on the verge of losing their house, and their relationship is threatening to fall apart."
tt1596350,This Means War ,2012,6.4,"120,280","Action, Comedy, Romance",1 win & 6 nominations.,0,0,1,6,McG,"Reese Witherspoon, Chris Pine, Tom Hardy, Til Schweiger",Two top CIA operatives wage an epic battle against one another after they discover they are dating the same woman.
tt2297031,TimeScapes ,2012,7.7,694,Documentary,N/A,0,0,0,0,Tom Lowe,N/A,N/A
tt1595656,To the Wonder ,2012,6,"15,764","Drama, Romance",4 wins & 5 nominations.,0,0,4,5,Terrence Malick,"Ben Affleck, Olga Kurylenko, Rachel McAdams, Javier Bardem","After falling in love in Paris, Marina and Neil come to Oklahoma, where problems arise. Their church's Spanish-born pastor struggles with his faith, while Neil encounters a woman from his childhood."
tt1386703,Total Recall ,2012,6.3,"170,937","Action, Adventure, Mystery",1 win & 5 nominations.,0,0,1,5,Len Wiseman,"Colin Farrell, Kate Beckinsale, Jessica Biel, Bryan Cranston","A factory worker, Douglas Quaid, begins to suspect that he is a spy after visiting Rekall - a company that provides its clients with implanted fake memories of a life they would like to have led - goes wrong and he finds himself on the run."
tt1496025,Underworld: Awakening ,2012,6.4,"95,241","Action, Fantasy, Horror",1 win.,0,0,1,0,"MÃ¥ns MÃ¥rlind, BjÃ¶rn Stein","Kate Beckinsale, Stephen Rea, Michael Ealy, Theo James","When human forces discover the existence of the Vampire and Lycan clans, a war to eradicate both species commences. The vampire warrior Selene leads the battle against humankind."
tt2258858,Wadjda ,2012,7.6,"9,200","Comedy, Drama",Nominated for 1 BAFTA Film Award. Another 21 wins & 22 nominations.,0,0,21,22,Haifaa Al-Mansour,"Reem Abdullah, Waad Mohammed, Abdullrahman Al Gohani, Ahd",An enterprising Saudi girl signs on for her school's Koran recitation competition as a way to raise the remaining funds she needs in order to buy the green bicycle that has captured her interest.
tt1655460,Wanderlust ,2012,5.6,"53,915",Comedy,1 win.,0,0,1,0,David Wain,"Paul Rudd, Jennifer Aniston, Justin Theroux, Alan Alda","Rattled by sudden unemployment, a Manhattan couple surveys alternative living options, ultimately deciding to experiment with living on a rural commune where free love rules."
tt1820488,War Witch ,2012,7.1,"4,873","Drama, War",Nominated for 1 Oscar. Another 33 wins & 11 nominations.,0,1,33,11,Kim Nguyen,"Rachel Mwanza, Alain Lino Mic Eli Bastien, Serge Kanyinda, Ralph Prosper","Somewhere in Sub-Saharan Africa, Komona, a 14-year-old girl, tells her unborn child growing inside her the story of her life since she has been at war. Everything started when she was abducted by the rebel army at the age of 12."
tt1772341,Wreck-It Ralph ,2012,7.8,"194,364","Animation, Adventure, Comedy",Nominated for 1 Oscar. Another 27 wins & 34 nominations.,0,1,27,34,Rich Moore,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch","A video game villain wants to be a hero and sets out to fulfill his dream, but his quest brings havoc to the whole arcade where he lives."
tt0970179,Hugo ,2011,7.6,"205,126","Adventure, Drama, Family",Won 5 Oscars. Another 53 wins & 132 nominations.,5,0,53,132,Martin Scorsese,"Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, ChloÃ« Grace Moretz","Set in 1930s Paris, an orphan who lives in the walls of a train station is wrapped up in a mystery involving his late father and an automaton."
tt1655442,The Artist ,2011,8,"158,973","Comedy, Drama, Romance",Won 5 Oscars. Another 146 wins & 127 nominations.,5,0,146,127,Michel Hazanavicius,"Jean Dujardin, BÃ©rÃ©nice Bejo, John Goodman, James Cromwell","A silent movie star meets a young dancer, but the arrival of talking pictures sends their careers in opposite directions."
tt1007029,The Iron Lady ,2011,6.4,"65,580","Biography, Drama, History",Won 2 Oscars. Another 19 wins & 30 nominations.,2,0,19,30,Phyllida Lloyd,"Meryl Streep, Jim Broadbent, Susan Brown, Alice da Cunha","An elderly Margaret Thatcher talks to the imagined presence of her recently deceased husband as she struggles to come to terms with his death while scenes from her past life, from girlhood to British prime minister, intervene."
tt1832382,A Separation ,2011,8.5,"116,875",Drama,Won 1 Oscar. Another 80 wins & 27 nominations.,1,0,80,27,Asghar Farhadi,"Peyman Moaadi, Leila Hatami, Sareh Bayat, Shahab Hosseini",A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
tt1605783,Midnight in Paris ,2011,7.7,"246,909","Comedy, Romance",Won 1 Oscar. Another 22 wins & 67 nominations.,1,0,22,67,Woody Allen,"Owen Wilson, Rachel McAdams, Kurt Fuller, Mimi Kennedy","While on a trip to Paris with his fiancÃ©e's family, a nostalgic screenwriter finds himself mysteriously going back to the 1920s every day at midnight."
tt1192628,Rango ,2011,7.3,"146,649","Animation, Adventure, Comedy",Won 1 Oscar. Another 41 wins & 20 nominations.,1,0,41,20,Gore Verbinski,"Johnny Depp, Isla Fisher, Abigail Breslin, Ned Beatty","Rango is an ordinary chameleon who accidentally winds up in the town of Dirt, a lawless outpost in the Wild West in desperate need of a new sheriff."
tt1033575,The Descendants ,2011,7.4,"179,196","Comedy, Drama",Won 1 Oscar. Another 69 wins & 107 nominations.,1,0,69,107,Alexander Payne,"George Clooney, Shailene Woodley, Amara Miller, Nick Krause",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
tt1568346,The Girl with the Dragon Tattoo ,2011,7.9,"271,149","Crime, Drama, Mystery",Won 1 Oscar. Another 25 wins & 59 nominations.,1,0,25,59,David Fincher,"Daniel Craig, Rooney Mara, Christopher Plummer, Stellan SkarsgÃ¥rd","Journalist Mikael Blomkvist is aided in his search for a woman who has been missing for forty years by Lisbeth Salander, a young computer hacker."
tt1454029,The Help ,2011,8.1,"249,859",Drama,Won 1 Oscar. Another 63 wins & 86 nominations.,1,0,63,86,Tate Taylor,"Emma Stone, Viola Davis, Bryce Dallas Howard, Octavia Spencer","An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African-American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
tt1204342,The Muppets ,2011,7.2,"66,849","Comedy, Family, Musical",Won 1 Oscar. Another 15 wins & 35 nominations.,1,0,15,35,James Bobin,"Jason Segel, Amy Adams, Chris Cooper, Rashida Jones",A Muppet fanatic with some help from his two human compatriots must regroup the Muppet gang to stop a avaricious oil mogul from taking down one of their precious life-longing treasures.
tt1201607,Harry Potter and the Deathly Hallows: Part 2 ,2011,8.1,"395,133","Adventure, Fantasy, Mystery",Nominated for 3 Oscars. Another 44 wins & 69 nominations.,0,3,44,69,David Yates,"Ralph Fiennes, Michael Gambon, Alan Rickman, Daniel Radcliffe","Harry, Ron and Hermione search for Voldemort's remaining Horcruxes in their effort to destroy the Dark Lord as the final battle rages on at Hogwarts."
tt0780504,Drive ,2011,7.8,"358,780","Crime, Drama",Nominated for 1 Oscar. Another 68 wins & 110 nominations.,0,1,68,110,Nicolas Winding Refn,"Ryan Gosling, Carey Mulligan, Bryan Cranston, Albert Brooks","A mysterious Hollywood stuntman, mechanic and getaway driver lands himself in trouble when he helps out his neighbor."
tt1306980,50/50 ,2011,7.8,"230,122","Comedy, Drama",Nominated for 2 Golden Globes. Another 13 wins & 14 nominations.,0,0,13,14,Jonathan Levine,"Joseph Gordon-Levitt, Seth Rogen, Anna Kendrick, Bryce Dallas Howard","Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis, and his subsequent struggle to beat the disease."
tt1787660,Being Elmo: A Puppeteer's Journey ,2011,7.7,"5,161",Documentary,5 wins & 6 nominations.,0,0,5,6,Constance Marks,"Whoopi Goldberg, Bill Barretta, Fran Brill, Gladys Clash",The Muppet Elmo is one of the most beloved characters among children across the globe. Meet the unlikely man behind the puppet - the heart and soul of Elmo - Kevin Clash.
tt1567233,Forks Over Knives ,2011,7.7,"4,155",Documentary,N/A,0,0,0,0,Lee Fulkerson,"Lee Fulkerson, Matthew Lederman, Alona Pulde, T. Colin Campbell","Examines the profound claim that most, if not all, of the degenerative diseases that afflict us can be controlled, or even reversed, by rejecting our present menu of animal-based and processed foods."
tt1614989,Headhunters ,2011,7.6,"64,911","Crime, Thriller",Nominated for 1 BAFTA Film Award. Another 7 wins & 7 nominations.,0,0,7,7,Morten Tyldum,"Aksel Hennie, SynnÃ¸ve Macody Lund, Nikolaj Coster-Waldau, Eivind Sander",An accomplished headhunter risks everything to obtain a valuable painting owned by a former mercenary.
tt1753549,Buck ,2011,7.6,"2,336",Documentary,10 wins & 9 nominations.,0,0,10,9,Cindy Meehl,"Buck Brannaman, Gary Myers, Bibb Frazier, Betty Staley","An examination of the life of acclaimed 'horse whisperer' Buck Brannaman, who recovered from years of child abuse to become a well-known expert in the interactions between horses and people."
tt1570728,"Crazy, Stupid, Love. ",2011,7.5,"310,543","Comedy, Drama, Romance",Nominated for 1 Golden Globe. Another 4 wins & 17 nominations.,0,0,4,17,"Glenn Ficarra, John Requa","Steve Carell, Ryan Gosling, Julianne Moore, Emma Stone","A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
tt1922555,Beauty Day ,2011,7.4,304,Documentary,2 nominations.,0,0,0,2,Jay Cheel,"Ralph Zavadil, Robert Buick, Nancy Dewar, Barbara Zavadil","Before the body-threatening antics of Jackass came crashing into public consciousness, there was Ontario's Ralph Zavadil, aka Cap'n Video, who cascaded off roofs into snowbanks, jumped off ..."
tt1672723,Batman: Year One ,2011,7.4,"14,485","Animation, Action, Crime",N/A,0,0,0,0,"Sam Liu, Lauren Montgomery","Bryan Cranston, Ben McKenzie, Eliza Dushku, Jon Polito",A wealthy playboy and a Chicago cop both return to Gotham City where their lives will intersect in unexpected ways.
tt1596343,Fast Five ,2011,7.3,"221,216","Action, Crime, Thriller",8 wins & 18 nominations.,0,0,8,18,Justin Lin,"Vin Diesel, Paul Walker, Jordana Brewster, Tyrese Gibson",Dominic Toretto and his crew of street racers plan a massive heist to buy their freedom while in the sights of a powerful Brazilian drug lord and a dangerous federal agent.
tt1554091,A Better Life ,2011,7.2,"11,618",Drama,Nominated for 1 Oscar. Another 6 wins & 7 nominations.,0,1,6,7,Chris Weitz,"Demian Bichir, Eddie 'Piolin' Sotelo, JoaquÃ­n Cosio, JosÃ© JuliÃ¡n",A gardener in East L.A. struggles to keep his son away from gangs and immigration agents while trying to give his son the opportunities he never had.
tt1699114,All-Star Superman ,2011,7,"6,997","Animation, Action, Sci-Fi",N/A,0,0,0,0,Sam Liu,"James Denton, Christina Hendricks, Anthony LaPaglia, Edward Asner","After being poisoned by sun radiation, a dying Superman decides to fulfill his lifelong dreams while Lex Luthor has his own agenda."
tt0477302,Extremely Loud & Incredibly Close ,2011,6.9,"68,340","Adventure, Drama, Mystery",Nominated for 2 Oscars. Another 10 wins & 17 nominations.,0,2,10,17,Stephen Daldry,"Tom Hanks, Thomas Horn, Sandra Bullock, Zoe Caldwell","A nine-year-old amateur inventor, Francophile, and pacifist searches New York City for the lock that matches a mysterious key left behind by his father, who died in the World Trade Center on September 11, 2001."
tt1478338,Bridesmaids ,2011,6.9,"180,399","Comedy, Romance",Nominated for 2 Oscars. Another 21 wins & 51 nominations.,0,2,21,51,Paul Feig,"Kristen Wiig, Terry Crews, Maya Rudolph, Tom Yi","Competition between the maid of honor and a bridesmaid, over who is the bride's best friend, threatens to upend the life of an out-of-work pastry chef."
tt1456635,Goon ,2011,6.8,"61,364","Action, Comedy, Drama",13 nominations.,0,0,0,13,Michael Dowse,"Seann William Scott, Jay Baruchel, Alison Pill, Liev Schreiber","Labeled an outcast by his brainy family, a bouncer overcomes long odds to lead a team of under performing misfits to semi-pro hockey glory, beating the crap out of everything that stands in his way."
tt1704573,Bernie ,2011,6.8,"35,701","Comedy, Crime, Drama",Nominated for 1 Golden Globe. Another 9 wins & 14 nominations.,0,0,9,14,Richard Linklater,"Jack Black, Shirley MacLaine, Matthew McConaughey, Brady Coleman","In small-town Texas, an affable mortician strikes up a friendship with a wealthy widow, though when she starts to become controlling, he goes to great lengths to separate himself from her grasp."
tt0458339,Captain America: The First Avenger ,2011,6.8,"343,723","Action, Adventure, Sci-Fi",3 wins & 40 nominations.,0,0,3,40,Joe Johnston,"Chris Evans, Hayley Atwell, Sebastian Stan, Tommy Lee Jones","Steve Rogers, a rejected military soldier transforms into Captain America after taking a dose of a \Super-Soldier serum\"". But being Captain America comes at a price if he attempts to take down a war monger and a terrorist organization."""
tt0993842,Hanna ,2011,6.8,"139,246","Action, Adventure, Thriller",5 wins & 24 nominations.,0,0,5,24,Joe Wright,"Saoirse Ronan, Eric Bana, Vicky Krieps, Cate Blanchett","A sixteen-year-old girl who was raised by her father to be the perfect assassin is dispatched on a mission across Europe, tracked by a ruthless intelligence agent and her operatives."
tt1602098,Albert Nobbs ,2011,6.7,"16,496",Drama,Nominated for 3 Oscars. Another 15 wins & 30 nominations.,0,3,15,30,Rodrigo GarcÃ­a,"Glenn Close, Antonia Campbell-Hughes, Mia Wasikowska, Pauline Collins","Albert Nobbs struggles to survive in late 19th century Ireland, where women aren't encouraged to be independent. Posing as a man, so she can work as a butler in Dublin's most posh hotel, Albert meets a handsome painter and looks to escape the lie she has been living."
tt1598778,Contagion ,2011,6.7,"158,542","Drama, Sci-Fi, Thriller",2 wins & 11 nominations.,0,0,2,11,Steven Soderbergh,"Marion Cotillard, Matt Damon, Laurence Fishburne, Jude Law","Healthcare professionals, government officials and everyday people find themselves in the midst of a worldwide epidemic as the CDC works to find a cure."
tt1478964,Attack the Block ,2011,6.6,"70,173","Action, Comedy, Sci-Fi",Nominated for 1 BAFTA Film Award. Another 19 wins & 26 nominations.,0,0,19,26,Joe Cornish,"Jodie Whittaker, John Boyega, Alex Esmail, Leeon Jones",A teen gang in South London defend their block from an alien invasion.
tt1632708,Friends with Benefits ,2011,6.6,"206,775","Comedy, Romance",4 nominations.,0,0,0,4,Will Gluck,"Justin Timberlake, Mila Kunis, Patricia Clarkson, Jenna Elfman","While trying to avoid the clichÃ©s of Hollywood romantic comedies, Dylan Harper and Jamie Rellis soon discover however that adding the act of sex to their friendship does lead to complications."
tt1571222,A Dangerous Method ,2011,6.5,"66,448","Biography, Drama, Thriller",Nominated for 1 Golden Globe. Another 20 wins & 19 nominations.,0,0,20,19,David Cronenberg,"Keira Knightley, Viggo Mortensen, Michael Fassbender, Vincent Cassel",A look at how the intense relationship between Carl Jung and Sigmund Freud gives birth to psychoanalysis.
tt1748043,Hell and Back Again ,2011,6.5,"1,722","Documentary, Action, History",Nominated for 1 Oscar. Another 2 wins & 5 nominations.,0,1,2,5,Danfung Dennis,"Nathan Harris, Ashley Harris, The Marines of Echo Company, Christian Cabaniss",What does it mean to lead men in war? What does it mean to come home? Hell and Back Again is a cinematically revolutionary film that asks and answers these questions with a power and ...
tt1216475,Cars 2 ,2011,6.4,"76,060","Animation, Adventure, Comedy",Nominated for 1 Golden Globe. Another 1 win & 17 nominations.,0,0,1,17,"John Lasseter, Brad Lewis","Larry the Cable Guy, Owen Wilson, Michael Caine, Emily Mortimer",Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.
tt1438176,Fright Night ,2011,6.4,"74,790","Comedy, Horror",4 wins & 4 nominations.,0,0,4,4,Craig Gillespie,"Anton Yelchin, Colin Farrell, Toni Collette, David Tennant",A teenager suspects that his new neighbor is a vampire.
tt1657507,Colombiana ,2011,6.4,"65,422","Action, Crime, Drama",2 wins & 5 nominations.,0,0,2,5,Olivier Megaton,"Zoe Saldana, Jordi MollÃ , Lennie James, Amandla Stenberg","A young woman, after witnessing her parents' murder as a child in Bogota, grows up to be a stone-cold assassin."
tt1541160,Flypaper ,2011,6.4,"23,061","Comedy, Crime, Mystery",N/A,0,0,0,0,Rob Minkoff,"Patrick Dempsey, Ashley Judd, Tim Blake Nelson, Mekhi Phifer",A man caught in the middle of two simultaneous robberies at the same bank desperately tries to protect the teller with whom he's secretly in love.
tt1268799,A Very Harold & Kumar 3D Christmas ,2011,6.3,"46,603",Comedy,1 nomination.,0,0,0,1,Todd Strauss-Schulson,"Patton Oswalt, Isabella Gielniak, Kal Penn, Austin Bickel","Six years after their Guantanamo Bay adventure, stoner buds Harold Lee and Kumar Patel cause a holiday fracas by inadvertently burning down Harold's father-in-law's prize Christmas tree."
tt1477837,Cedar Rapids ,2011,6.3,"30,707",Comedy,1 win & 3 nominations.,0,0,1,3,Miguel Arteta,"Ed Helms, John C. Reilly, Anne Heche, Isiah Whitlock Jr.","Tim Lippe has no idea what he's in for when he's sent to Cedar Rapids, Iowa to represent his company at an annual insurance convention, where he soon finds himself under the \guidance\"" of three convention veterans."""
tt1720616,Friends with Kids ,2011,6.2,"32,564","Comedy, Drama, Romance",2 nominations.,0,0,0,2,Jennifer Westfeldt,"Adam Scott, Jennifer Westfeldt, Maya Rudolph, Chris O'Dowd","Two best friends decide to have a child together while keeping their relationship platonic, so they can avoid the toll kids can take on romantic relationships."
tt1372686,Coriolanus ,2011,6.1,"23,663","Drama, Thriller, War",Nominated for 1 BAFTA Film Award. Another 14 wins & 11 nominations.,0,0,14,11,Ralph Fiennes,"Ralph Fiennes, Gerard Butler, Lubna Azabal, Ashraf Barhom",A banished hero of Rome allies with a sworn enemy to take his revenge on the city.
tt0480687,Hall Pass ,2011,5.9,"91,387","Comedy, Romance",N/A,0,0,0,0,"Bobby Farrelly, Peter Farrelly","Owen Wilson, Jason Sudeikis, Jenna Fischer, Christina Applegate","Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
tt1622979,Final Destination 5 ,2011,5.9,"69,990","Horror, Thriller",2 wins & 4 nominations.,0,0,2,4,Steven Quale,"Nicholas D'Agosto, Emma Bell, Miles Fisher, Ellen Wroe",Survivors of a suspension-bridge collapse learn there's no way you can cheat Death.
tt1506999,Haywire ,2011,5.8,"64,928","Action, Thriller",6 nominations.,0,0,0,6,Steven Soderbergh,"Gina Carano, Michael Angarano, Channing Tatum, Debby Lynn Ross",A black ops super soldier seeks payback after she is betrayed and set up during a mission.
tt1217613,Battle Los Angeles ,2011,5.8,"140,207","Action, Sci-Fi",1 win & 2 nominations.,0,0,1,2,Jonathan Liebesman,"Aaron Eckhart, Ramon Rodriguez, Will Rothhaar, Cory Hardrict",A squadron of U.S. Marines becomes the last line of defense against a global invasion.
tt1133985,Green Lantern ,2011,5.7,"184,605","Action, Adventure, Sci-Fi",1 win & 5 nominations.,0,0,1,5,Martin Campbell,"Ryan Reynolds, Blake Lively, Peter Sarsgaard, Mark Strong",A test pilot is granted an alien ring that bestows him with otherworldly powers that inducts him into an intergalactic police force.
tt0816462,Conan the Barbarian ,2011,5.2,"73,715","Action, Adventure, Fantasy",2 nominations.,0,0,0,2,Marcus Nispel,"Jason Momoa, Stephen Lang, Rachel Nichols, Ron Perlman",A vengeful barbarian warrior sets off to get his revenge on the evil warlord who attacked his village and murdered his father when he was a boy.
tt1600195,Abduction ,2011,5,"56,088","Action, Mystery, Thriller",2 wins & 3 nominations.,0,0,2,3,John Singleton,"Alfred Molina, Maria Bello, Jason Isaacs, Denzel Whitaker",A thriller centered on a young man who sets out to uncover the truth about his life after finding his baby photo on a missing persons website.
tt1499658,Horrible Bosses ,2011,6.9,"282,782","Comedy, Crime",2 wins & 9 nominations.,0,0,2,9,Seth Gordon,"Jason Bateman, Steve Wiebe, Kevin Spacey, Charlie Day",Three friends conspire to murder their awful bosses when they realize they are standing in the way of their happiness.
tt1650453,I Wish ,2011,7.4,"3,028",Drama,3 wins & 8 nominations.,0,0,3,8,Hirokazu Koreeda,"Hiroshi Abe, JÃ´ Odagiri, Masami Nagasawa, Yoshio Harada","12-year-old Koichi, who has been separated from his brother Ryunosuke due to his parents' divorce, begins to believe that the new bullet train service will create a miracle when the first trains pass each other at top speed."
tt1417075,In Darkness ,2011,7.3,"6,672","Drama, War",Nominated for 1 Oscar. Another 7 wins & 16 nominations.,0,1,7,16,Agnieszka Holland,"Robert Wieckiewicz, Benno FÃ¼rmann, Agnieszka Grochowska, Maria Schrader",A dramatization of one man's rescue of Jewish refugees in the Nazi-occupied Polish city of Lvov.
tt1616195,J. Edgar ,2011,6.6,"86,343","Biography, Crime, Drama",Nominated for 1 Golden Globe. Another 4 wins & 14 nominations.,0,0,4,14,Clint Eastwood,"Leonardo DiCaprio, Josh Hamilton, Geoff Pierson, Cheryl Lawson","J. Edgar Hoover, powerful head of the F.B.I. for nearly 50 years, looks back on his professional and personal life."
tt0810913,Jack and Jill ,2011,3.5,"48,639",Comedy,13 wins & 3 nominations.,0,0,13,3,Dennis Dugan,"Adam Sandler, Al Pacino, Katie Holmes, Elodie Tougne","Family guy Jack Sadelstein prepares for the annual event he dreads: the Thanksgiving visit of his twin sister, the needy and passive-aggressive Jill, who then refuses to leave."
tt1588334,"Jeff, Who Lives at Home ",2011,6.5,"50,756","Comedy, Drama",1 nomination.,0,0,0,1,"Jay Duplass, Mark Duplass","Jason Segel, Ed Helms, Susan Sarandon, Judy Greer","Dispatched from his basement room on an errand for his widowed mother, slacker Jeff might discover his destiny (finally) when he spends the day with his unhappily married brother as he tracks his possibly adulterous wife."
tt1772925,Jiro Dreams of Sushi ,2011,7.9,"17,622",Documentary,1 win & 7 nominations.,0,0,1,7,David Gelb,"Masuhiro Yamamoto, Daisuke Nakazama, Hachiro Mizutani, Harutaki Takahashi","A documentary on 85-year-old sushi master Jiro Ono, his renowned Tokyo restaurant, and his relationship with his son and eventual heir, Yoshikazu."
tt1564367,Just Go with It ,2011,6.4,"137,769","Comedy, Romance",5 wins & 11 nominations.,0,0,5,11,Dennis Dugan,"Adam Sandler, Jennifer Aniston, Nicole Kidman, Nick Swardson","On a weekend trip to Hawaii, a plastic surgeon convinces his loyal assistant to pose as his soon-to-be-divorced wife in order to cover up a careless lie he told to his much-younger girlfriend."
tt1448755,Killer Elite ,2011,6.5,"90,941","Action, Crime, Thriller",2 wins & 7 nominations.,0,0,2,7,Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro, Dominic Purcell","When his mentor is taken captive by a disgraced Arab sheik, a killer-for-hire is forced into action. His mission: kill three members of Britain's elite Special Air Service responsible for the death of his sons."
tt1726669,Killer Joe ,2011,6.7,"47,404","Crime, Thriller",7 wins & 18 nominations.,0,0,7,18,William Friedkin,"Matthew McConaughey, Emile Hirsch, Juno Temple, Thomas Haden Church","When a debt puts a young man's life in danger, he turns to putting a hit out on his evil mother in order to collect the insurance."
tt1606259,Knuckle ,2011,6.8,"2,191","Documentary, Biography, Drama",1 nomination.,0,0,0,1,Ian Palmer,"James Quinn McDonagh, Michael Quinn McDonagh, Paddy Quinn McDonagh, Ian Palmer",An epic 12-year journey into the brutal and secretive world of Irish Traveler bare-knuckle fighting. This film follows a history of violent feuding between rival clans.
tt1302011,Kung Fu Panda 2 ,2011,7.3,"130,978","Animation, Action, Adventure",Nominated for 1 Oscar. Another 4 wins & 38 nominations.,0,1,4,38,Jennifer Yuh,"Jack Black, Angelina Jolie, Dustin Hoffman, Gary Oldman","Po and his friends fight to stop a peacock villain from conquering China with a deadly new weapon, but first the Dragon Warrior must come to terms with his past."
tt1583420,Larry Crowne ,2011,6,"40,816","Comedy, Drama, Romance",3 nominations.,0,0,0,3,Tom Hanks,"Tom Hanks, Sarah Mahoney, Roxana Ortega, Randall Park","After losing his job, a middle-aged man reinvents himself by going back to college."
tt1508675,Le Havre ,2011,7.2,"12,508","Comedy, Drama",16 wins & 28 nominations.,0,0,16,28,Aki KaurismÃ¤ki,"AndrÃ© Wilms, Kati Outinen, Jean-Pierre Darroussin, Blondin Miguel","When an African boy arrives by cargo ship in the port city of Le Havre, an aging shoe shiner takes pity on the child and welcomes him into his home."
